Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed
Sydney-Hamilton Island,Sydney,Hamilton Island,Jetstar,2010-10-01,31.0,31,0.0,28.0,28.0,3.0,3.0
Sydney-Hobart,Sydney,Hobart,Jetstar,2010-10-01,62.0,62,0.0,46.0,52.0,16.0,10.0
Sydney-Launceston,Sydney,Launceston,Jetstar,2010-10-01,31.0,31,0.0,24.0,23.0,7.0,8.0
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2010-10-01,156.0,141,15.0,112.0,104.0,29.0,37.0
Sydney-Perth,Sydney,Perth,Jetstar,2010-10-01,32.0,32,0.0,25.0,27.0,7.0,5.0
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Jetstar,2010-10-01,123.0,120,3.0,107.0,106.0,13.0,14.0
Sydney-Townsville,Sydney,Townsville,Jetstar,2010-10-01,22.0,22,0.0,19.0,19.0,3.0,3.0
Townsville-Brisbane,Townsville,Brisbane,Jetstar,2010-10-01,31.0,31,0.0,22.0,20.0,9.0,11.0
Townsville-Sydney,Townsville,Sydney,Jetstar,2010-10-01,22.0,22,0.0,17.0,19.0,5.0,3.0
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,2010-10-01,107.0,107,0.0,96.0,78.0,11.0,29.0
Adelaide-Canberra,Adelaide,Canberra,Qantas,2010-10-01,47.0,47,0.0,43.0,43.0,4.0,4.0
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,2010-10-01,297.0,297,0.0,248.0,249.0,49.0,48.0
Adelaide-Perth,Adelaide,Perth,Qantas,2010-10-01,114.0,114,0.0,86.0,103.0,28.0,11.0
Adelaide-Sydney,Adelaide,Sydney,Qantas,2010-10-01,283.0,283,0.0,251.0,233.0,32.0,50.0
Alice Springs-Melbourne,Alice Springs,Melbourne,Qantas,2010-10-01,31.0,31,0.0,29.0,28.0,2.0,3.0
Ayers Rock-Sydney,Ayers Rock,Sydney,Qantas,2010-10-01,33.0,33,0.0,29.0,29.0,4.0,4.0
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,2010-10-01,107.0,107,0.0,86.0,98.0,21.0,9.0
Brisbane-Cairns,Brisbane,Cairns,Qantas,2010-10-01,124.0,124,0.0,100.0,112.0,24.0,12.0
Brisbane-Canberra,Brisbane,Canberra,Qantas,2010-10-01,145.0,145,0.0,123.0,132.0,22.0,13.0
Brisbane-Darwin,Brisbane,Darwin,Qantas,2010-10-01,31.0,31,0.0,20.0,23.0,11.0,8.0
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2010-10-01,436.0,436,0.0,348.0,371.0,88.0,65.0
Brisbane-Perth,Brisbane,Perth,Qantas,2010-10-01,124.0,124,0.0,81.0,109.0,43.0,15.0
Brisbane-Sydney,Brisbane,Sydney,Qantas,2010-10-01,637.0,630,7.0,465.0,466.0,165.0,164.0
Brisbane-Townsville,Brisbane,Townsville,Qantas,2010-10-01,163.0,163,0.0,131.0,141.0,32.0,22.0
Broome-Perth,Broome,Perth,Qantas,2010-10-01,39.0,39,0.0,30.0,33.0,9.0,6.0
Cairns-Brisbane,Cairns,Brisbane,Qantas,2010-10-01,124.0,124,0.0,107.0,100.0,17.0,24.0
Cairns-Melbourne,Cairns,Melbourne,Qantas,2010-10-01,31.0,31,0.0,27.0,26.0,4.0,5.0
Cairns-Sydney,Cairns,Sydney,Qantas,2010-10-01,111.0,110,1.0,97.0,96.0,13.0,14.0
Canberra-Adelaide,Canberra,Adelaide,Qantas,2010-10-01,52.0,52,0.0,49.0,48.0,3.0,4.0
Canberra-Brisbane,Canberra,Brisbane,Qantas,2010-10-01,145.0,145,0.0,135.0,130.0,10.0,15.0
Canberra-Melbourne,Canberra,Melbourne,Qantas,2010-10-01,259.0,258,1.0,226.0,222.0,32.0,36.0
Canberra-Sydney,Canberra,Sydney,Qantas,2010-10-01,166.0,163,3.0,139.0,135.0,24.0,28.0
Darwin-Brisbane,Darwin,Brisbane,Qantas,2010-10-01,31.0,31,0.0,20.0,22.0,11.0,9.0
Darwin-Perth,Darwin,Perth,Qantas,2010-10-01,31.0,31,0.0,23.0,28.0,8.0,3.0
Hobart-Melbourne,Hobart,Melbourne,Qantas,2010-10-01,62.0,62,0.0,55.0,53.0,7.0,9.0
Hobart-Sydney,Hobart,Sydney,Qantas,2010-10-01,31.0,31,0.0,21.0,22.0,10.0,9.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2010-10-01,47.0,47,0.0,37.0,42.0,10.0,5.0
Karratha-Perth,Karratha,Perth,Qantas,2010-10-01,148.0,147,1.0,123.0,116.0,24.0,31.0
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,2010-10-01,297.0,297,0.0,248.0,253.0,49.0,44.0
Melbourne-Alice Springs,Melbourne,Alice Springs,Qantas,2010-10-01,31.0,31,0.0,27.0,24.0,4.0,7.0
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,2010-10-01,436.0,436,0.0,371.0,355.0,65.0,81.0
Melbourne-Cairns,Melbourne,Cairns,Qantas,2010-10-01,31.0,31,0.0,27.0,28.0,4.0,3.0
Melbourne-Canberra,Melbourne,Canberra,Qantas,2010-10-01,258.0,256,2.0,222.0,223.0,34.0,33.0
Melbourne-Hobart,Melbourne,Hobart,Qantas,2010-10-01,62.0,62,0.0,50.0,45.0,12.0,17.0
Melbourne-Perth,Melbourne,Perth,Qantas,2010-10-01,208.0,208,0.0,160.0,179.0,48.0,29.0
Melbourne-Sydney,Melbourne,Sydney,Qantas,2010-10-01,940.0,921,19.0,717.0,704.0,204.0,217.0
Perth-Adelaide,Perth,Adelaide,Qantas,2010-10-01,114.0,114,0.0,98.0,82.0,16.0,32.0
Perth-Brisbane,Perth,Brisbane,Qantas,2010-10-01,124.0,124,0.0,92.0,64.0,32.0,60.0
Perth-Broome,Perth,Broome,Qantas,2010-10-01,39.0,39,0.0,34.0,32.0,5.0,7.0
Perth-Darwin,Perth,Darwin,Qantas,2010-10-01,31.0,31,0.0,25.0,24.0,6.0,7.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Qantas,2010-10-01,47.0,47,0.0,38.0,36.0,9.0,11.0
Perth-Karratha,Perth,Karratha,Qantas,2010-10-01,149.0,149,0.0,125.0,130.0,24.0,19.0
Perth-Melbourne,Perth,Melbourne,Qantas,2010-10-01,210.0,210,0.0,165.0,144.0,45.0,66.0
Perth-Port Hedland,Perth,Port Hedland,Qantas,2010-10-01,47.0,47,0.0,40.0,40.0,7.0,7.0
Perth-Sydney,Perth,Sydney,Qantas,2010-10-01,235.0,233,2.0,190.0,170.0,43.0,63.0
Port Hedland-Perth,Port Hedland,Perth,Qantas,2010-10-01,47.0,47,0.0,38.0,41.0,9.0,6.0
Sydney-Adelaide,Sydney,Adelaide,Qantas,2010-10-01,278.0,278,0.0,235.0,246.0,43.0,32.0
Sydney-Ayers Rock,Sydney,Ayers Rock,Qantas,2010-10-01,33.0,33,0.0,29.0,30.0,4.0,3.0
Sydney-Brisbane,Sydney,Brisbane,Qantas,2010-10-01,634.0,624,10.0,485.0,483.0,139.0,141.0
